key,KR
756e3129,24시간 최저온
182e1204,약간의 유산소 효과
1938cd65,유산소 지구력이 크게 향상됨
db443d47,젖산 역치가 향상됨
220e644c,젖산 역치가 크게 향상됨
1d7f7e16,VO2 Max.가 향상됨
412409fb,VO2 Max.가 크게 향상됨
5754007d,유산소 효과 없음
29ba3dba,젖산 역치 유지
a89a76df,유산소 운동 능력이 유지됨
725d807a,VO2 Max 유지
cc36543d,템포 유지
a86020a4,템포 향상
c93f61ff,템포 크게 향상
36f80bce,고강도 훈련 템포
43d5cfda,유산소 운동 능력이 향상됨
e4ab611d,유산소 운동 능력이 크게 향상됨
bac962d8,오버트레이닝
925a1813,회복
4d6734ae,약간의 유산소 효과
a6bfff01,유산소 기초체력이 유지됨
3a39fe6c,유산소 기초체력이 향상됨
84ba35e7,유산소 지구력이 향상됨
481f3bf9,무산소 효과 없음
ce03396e,무산소 기초체력과 효율성이 유지됨
9bdcf1c1,무산소 기초체력과 효율성이 향상됨
941da498,무산소 능력과 속도가 향상됨
317f11d3,무산소 능력과 속도가 크게 향상됨
9d33559a,무산소 기초체력과 효율성이 크게 향상됨
83d05add,약간의 무산소 효과
5e993bc4,고강도 훈련 속도
ef1c36a6,무산소 운동 능력이 유지됨
6adb2ecb,무산소 운동 능력이 향상됨
81f86c30,무산소 운동 능력이 크게 향상됨
920d41d2,약간의 속도 효과
6144d797,속도가 유지됨
ce8551dc,무산소 운동 파워가 유지됨
e2559671,무산소 능력과 파워가 향상됨
33a87891,유산소
f3ee2313,무산소
f2ee2180,무산소
7bf1193f,무산소
9.88E+54,기초체력 양성
0b44180f,무산소
4f600380,기초체력 양성
65ef6fde,회복
50007b55,스프린트
331f4130,템포
e0b7a0f8,한계치
b503f4b1,VO2 Max
7a1d7dce,회복
179bc085,스프린트
9a49ac40,템포
0de155a8,한계치
bc198001,VO2 Max
e230c663,무산소 %1%2
4ac4bdcc,기초 %1%2
193b0022,회복 %1%2
b99503f9,스프린트 %1%2
a9679d1c,템포 %1%2
6006b09c,알림 역치 %1%2
714563bd,VO2 Max %1%2
c3f587d2,트레이닝 효과
13901e8c,옵션
85372e8d,전환
da00b569,다시 놓기
91477f5e,가다
3568e45e,멈추다
62de8773,강조 색
6d9d0b67,적용
e6c8b795,배경색
438e854c,자전거
5012c9a4,사용자 지정
077480a9,데이터
8a56f756,삭제
085d622f,다이얼
bae352e5,좋아요
c31b2be5,시곗바늘
fa5534eb,레이아웃
41bc78ee,러닝
b3d8e3de,초
ad98b4dc,스포츠 선택
f72db53a,사용 가능한 휴대폰 없음
185a8edb,GPS와 시간 동기화 중
9675b2e7,휴대폰과 시간 동기화 중
d1354ee2,시간 동기화됨
8e114072,GPS 사용
12ed0bea,전화 사용
a5f53c0a,추가하려면 시작을 누르세요. 시간대.
3a44d6d5,총 시간
c0c7d5a3,흑
862f65ec,청색
3f96bab7,청록색
b82499c9,암청색
3a3ae046,진청록
41a3c376,암회색
1f0cc408,암녹색
ec193aac,진홍색
52968078,암적색
d2271975,암황색
63a0dac3,녹색
6baa7651,하늘색
1e0fd29e,연회색
1e8ea957,홍색
0cb89247,적색
192ef7bd,흰색
9968a128,황색
cc7b8448,페이스를 유지하는 데 도움이 되도록 타이머를 설정하세요. 예를 들면 800m 반복 훈련의 매 200 m에 대한 타겟 시간을 설정합니다. 이 알림은 매번 랩을 누를 때와 자동 랩 알림 시에 리셋됩니다.
563b9054,랩
33a52531,총계
8ed88906,목표 이상
fa667718,유산소 높음
e0d16c4a,유산소 낮음
08686dfc,무산소
049e2584,무산소 과잉
04bb21c2,무산소성
bb8e71fe,아나에르. 부족
151793ce,균형 잡힌
7ea4889a,목표 미만
66279dd2,높은 공기. 여분
53a4db44,고도의 유산소성
dc5fe750,높은 공기. 부족
def2f64c,공기가 낮습니다. 여분
8e0467ea,낮은 유산소성
94fd7fa6,공기가 낮습니다. 부족
844f81b3,결과 없음
adf1d4e1,예정대로
2df963d6,최적
f89ea45e,%1-%2 최적
e5c07452,4주 훈련 포커스
3760e79a,훈련부하 포커스
27819ef7,1주일 동안 사용
7064352c,7일 세금
4e93c6e8,훈련 중단
20cab538,적합
dec89d09,디트레이닝
db9708e1,운동 능력 유지
6.73E+98,상태 없음
2c7355cf,오버트레이닝
5f102cca,중지됨
ceaf3d97,운동 능력 향상
76fb7943,생산적임
a00daf93,회복
274e2dd6,수면 중
dd6ca8d8,피로감
ce050674,비생산적
538eb964,1주일 동안 사용
d92876f0,트레이닝 상태
2abd53e4,훈련부하 %1
82fe1b04,마지막
2fad2eee,지속
2488de93,상태 없음
30ce51f6,너무 집중적이다
139c7caf,부서지다
e3e2b428,정점
cb90c93c,자세한 내용을 보려면 시작을 누르세요.
0ed76006,생기게 하는
8863fde6,회복
6ce09419,과부하됨
b8d3368c,가장 정확한 상태를 확인하려면 %1을(를) 동기화하세요.
f780dc42,가장 정확한 상태를 얻으려면 기본 훈련 장치를 동기화하세요.
1481aca9,매주 심장 측정기로 밖에서 달리거나 파워 미터 v 상태로 자전거를 타십시오.
6c79f0bb,훈련현황
63e37c2d,생산적이지 않음
9f13918d,1주일 사용
50778bf2,VO2 최대
a10b4e73,TSS
be0b7c1a,TSS
7ef0d570,훈련 스트레스 점수
7df0d3dd,TSS
481cb042,TSS
ec4bb3ad,Abidjan
27df8461,Abu Dhabi
b04cb526,Acapulco
85f41b96,Accra
3c50ab31,Addis Ababa
5d79da01,Adelaide
c21900da,Aden
e5225191,Aguascalientes
219a23dd,Ahmedabad
d64dc798,Albuquerque
00fb843b,Alexandria
70deb949,Algiers
3cb2c12b,Alice Springs
f40d1a74,Almaty
2577a0af,Ambon
351d7870,Amman
b39ef5f2,Amsterdam
b44726ca,Anchorage
0a1ae132,Andorra la Vella
7a424252,Ankara
ebb8c30a,Antananarivo
f6d6818d,Antigua
6c5a0331,Antwerp
c12b838b,Ashgabat
ee6c4d2e,Asuncion
2cb91159,Athens
f47ed095,Atlanta
92dd577d,Auckland
cafb49a2,Azores
d166c2b5,Baghdad
8574d32f,Bahamas
1515f013,베이커 섬
1b563e31,Baku
ff610c9c,Balearic Islands
388c7165,Bamako
70b4c0f0,Bandar Seri Begawan
e7582db3,Bandung
4a1f4fbf,Bangkok
958d57ae,Barbados
7a13d75f,Barcelona
1522db1f,Barnaul
88e57285,Basra
874a2504,Beijing
5ad16dbb,Beirut
00c851bb,Belém
f12cb95b,Belfast
b1220622,Belgrade
86ee41b7,Belize
a254ddcf,Belushya Guba
4e96475d,Bengaluru
d72a57d0,Berlin
e8be639a,Bermuda
d1915f45,Bern
af7db372,Birmingham
308e8385,Bishkek
a4cf3c8c,Blanc-Sablon
a9e0b14e,Bogotá
b8387def,Bora Bora
64894cc1,Boston
c8db15b3,Brasilia
bd50f817,Bratislava
d722a940,Brazzaville
41a31428,Brisbane
9fb0be49,Brussels
9cd5bb61,Bucharest
8a77e2fa,Budapest
3950fe27,Buenos Aires
e3eb0abb,Bursa
5cc53013,Busan
714789d7,Cabo
53019f84,Cairns
0c497176,Cairo
393dfa6f,Calgary
a641e701,Canary Islands
ee51b21e,Canberra
6fe9c0dc,Cancún
7d3014de,Cape Town
a4139b87,Cape Verde Islands
6e2bacb0,Caracas
deb044e3,Cardiff
ed01960d,Casablanca
8e66b397,Cayenne
f205c654,Cayman Islands
75c61cef,Changchun
e2315191,Changsha
0440fe56,Charlotte
8f807933,Chatham Islands
1d52c671,Chelyabinsk
d56c5044,Chengdu
3eb80fee,Chennai
b1252b36,Chicago
6752a290,Chihuahua
471b842a,Chișinău
d0390387,Chita
4dbb086c,Chongqing
3a90c49e,Christchurch
e239edbb,Cologne
f0de43d7,Colombo
ad161fe3,Conakry
a1f3805d,Cook Islands
86ca0374,Copenhagen
637e7f46,Córdoba
e0dadc41,Cozumel
211c0afb,Cuernavaca
9d3236e0,Da Nang
d67d9085,Dakar
8.97E+101,Dallas
0f43a0cb,Damascus
202bf99a,Dar es Salaam
9b93a02f,Darwin
fcad07eb,Dawson Creek
204aaedc,Delhi
9c83dea6,Denpasar
d4131c18,Denver
81830b4d,Detroit
782fab11,Dhaka
b9e491f0,Dili
ad4e9048,Dnipro
30257e1e,Doha
d234107a,Dominica
f0575604,Douala
0dade317,Dubai
15383046,Dublin
6d8cc190,Durban
f01893e6,Dushanbe
fc78c72c,Easter Island
ad8205ce,Edinburgh
c0c800aa,Edmonton
ec661f96,Eucla
a15a5548,Falkland Islands
13edd16b,Fernando de Noronha
405bded8,Fiji
c8ddcc70,Fortaleza
28772fc5,Frankfurt
5a5cafc6,Freetown
86ece8af,Fuzhou
b766f5b0,Galapagos Islands
03ac1326,Gambier Islands
aacea7d5,Gaza
1cac5060,Geneva
43443104,George Town
65d54129,Georgetown
b1c24c26,Gibraltar
0521df25,Gladstone
eee59e88,Glasgow
d20f608c,Grenada
3e147765,Guadalajara
213ca226,Guam
d4993563,Guanajuato
57836adc,Guangzhou
bae3de7d,Guatemala City
378099d8,Guayaquil
4cd11d0e,Guernsey
6b888846,Guilin
5ed2bdf0,Guiyang
9b0c27a9,Hai Phong
cb39d90b,Haikou
bcc4d0dd,Halifax
eb0bb2ee,Hamburg
464f186e,Hangzhou
8aec8425,Hanoi
ef79a70b,Harare
d03df768,Harbin
ad5a2d07,Havana
73cd5f9b,Hefei
299259f9,Helsinki
8e508cd4,Hermosillo
a18c70d1,Ho Chi Minh City
b4c10f0a,Hobart
7eb56cee,Hohhot
5dac41a8,Hong Kong
9ac9e576,Honolulu
969c7cc0,Houston
0e0c2efe,Hyderabad
ef7c042d,Indianapolis
4c093b55,Iqaluit
c0a7021d,Irkutsk
6e09e3e2,Isfahan
82411342,Islamabad
8572f280,Isle of Man
996a350e,Istanbul
f96f2e38,Ittoqqortoormiit
d488d7fa,Izhevsk
2f726c8f,Izmir
3b80d604,Jakarta
c72ad2c0,Jamaica
7a0b2ab0,Jeddah
4458c114,Jersey
18e922f0,Jerusalem
88eec07c,Jinan
72dbbcee,Johannesburg
f33de735,Juárez
b60c5945,Kabul
db71a262,Kaliningrad
e55ebb39,Kampala
085729f3,Kano
a9a68a19,Kansas City
daa80e3f,Karachi
d5f3417f,Karaj
db24f3a6,Karratha
806f0af1,Kathmandu
701fe6db,Kazan
c1c519a0,Khabarovsk
363a14c4,Kharkiv
06888fef,Khartoum
65605337,Kiev
7dd2a164,Kinshasa
e0dcf67f,Kiritimati
696ef565,Kisangani
7.06E+12,Kolkata
be69a613,Krasnodar
551e97be,Krasnoyarsk
89ba182c,Kuala Lumpur
c524b511,Kunming
af6ac687,Kuwait City
5176b85a,Kyoto
fa38ed8f,La Paz
257da930,Lagos
63db5d67,Lahore
282a5737,Lanzhou
0f2c4993,Las Vegas
9199bb12,Launceston
2d475626,León
370f13b9,Lima
5dc21693,Lisbon
22174189,Ljubljana
33baaf1a,London
98e22cff,Lord Howe Island
919af4fa,Los Angeles
3fd622f8,Louisville
9fc8e433,Luanda
2487e1f6,Lubumbashi
2c895de3,Lusaka
c9edbfec,Luxembourg
af23586a,Lyon
157bee4b,Macau
e76e2cae,Mackay
4cb30b7d,Madrid
d853a6c7,Magadan
8fcd0137,Makassar
dde5370a,Makhachkala
47dd2ff5,Maldives
cedc9d8b,Malta
916c886c,Managua
a57c0839,Manama
72b1265b,Manaus
c6cd6f26,Manchester
66031848,Manila
d598287c,Maputo
545e7789,Marquesas Islands
a7468af4,Marseille
6176dc3f,Marshall Islands
cc3dbb33,Martinique
d573d0f8,Mashhad
dbd17339,Matamoros
e60f6d3c,Mazatlán
e1633a19,Mecca
6b04ea5b,Medan
798eaa29,Melbourne
be393200,Mérida
a326568a,Mexicali
00c97649,Mexico City
4eedea35,Miami
0c96df38,Micronesia
b6233b18,Midway Atoll
28251137,Milan
f2170f9d,Minneapolis
0b315a50,Minsk
92eb3541,Mogadishu
d15bb723,Monaco
b91c48b7,Monrovia
ca472501,Monterrey
c8fca188,Montevideo
02f5ddfa,Montréal
c7651fb8,Moscow
d3afa9c7,뭄바이
df409908,Munich
a97a1b52,Murmansk
6f0062e9,Muscat
1afc18c8,N'Djamena
0a86dc59,Nagoya
9d79c610,Nairobi
2487be8e,Nanchang
e3066b71,Nanjing
d313f2cd,Nanning
182a57e1,Naples
adb40ee8,Nashville
caffb453,Nauru
c660d60c,Nay Pyi Daw
f9023725,New Caledonia
84786969,New Orleans
cd15dc5c,New York
135dcd9c,Newcastle
7f976c19,Niamey
9c5c4ca4,Nicosia
bcb8d033,Niue
bae97fab,Nizhny Novgorod
f7ba6877,Norfolk Island
139b50f1,Novosibirsk
e183bee5,Nur-Sultan
2eca70d1,Nuuk
edd045ef,Odessa
2d3dee43,Ojinaga
aeebd4be,Omsk
76adf687,Orlando
9c9801b7,Osaka
7f0c6b1f,Oslo
b670cb90,Ottawa
3.46E+93,Palau
e46b1da4,Panama City
324c0fb6,Paramaribo
b77cbef5,Paris
ca6691ba,Perm
32d7b239,Perth
9561d71f,Petropavlovsk-Kamchatsky
14b8c633,Philadelphia
d22c6a86,Phnom Penh
27efd479,Phoenix
dc995f91,Pitcairn Islands
bce47ce2,Playa del Carmen
f2f663ae,Podgorica
4f3ddcd8,Port Hedland
0f4fba97,Port Moresby
08a30b36,Port-au-Prince
788c696d,Port of Spain
299fc406,Portland
7fa093fc,Prague
fdac3c34,Pristina
c093f2e7,Puebla
e95569ad,Puerto Vallarta
00fec1ee,Pune
6e3457f9,Punta Arenas
35574554,Pyongyang
008b32f5,Québec
4906649e,Querétaro
c1d233ae,Quito
3ce5f394,Recife
cdaff77c,Regina
74b440fc,Reykjavík
db223229,Riga
21409a0e,Rio Branco
db207033,Rio de Janeiro
de9a651b,Riyadh
f4aec91d,Rome
9b6bf09b,Rostov-on-Don
8f7701a5,Saint Kitts
3d457026,Saint Lucia
06c3435b,Saint Petersburg
493b2b9e,Saint Thomas
8ec714d4,Salt Lake City
342eedc6,Salvador
990fc9f3,Samara
91c14c0d,Samoa
c092e927,San Diego
b4d522a9,San Francisco
36b0fa9c,San José
77c165dd,San Juan
a655a01f,San Luis Potosí
13b7674d,San Salvador
26db141e,Sana'a
e202e9de,Santiago
3bd97217,Santo Domingo
a22748a3,São Paulo
8130705c,Sapporo
9f04466b,Sarajevo
0424954c,Saratov
5aee50b2,Seattle
42cda28c,Sendai
8d8c5de6,Seoul
8de28491,Shanghai
1a0deb9d,Shenyang
d8a574c9,Shenzhen
18bbd7bf,Shiraz
a854e9e4,싱가포르
343e2f48,Skopje
221179fa,Sochi
8830a0f0,Sofia
cfd2bd58,Solomon Islands
c31a3a2e,St. John's
ebc630b8,St. Louis
7ff906e4,Stavropol
4326ecc6,Stockholm
299fceca,Sucre
3cd85c82,Surabaya
1dfe88ae,Suzhou
913d1704,Sydney
c0022d3b,Tahiti
42f28c20,Taipei
d3e8daa9,Taiyuan
94befdb4,Tallinn
0a26fcd3,Tampa
128c6c2e,Tarawa
f2366a26,Tashkent
22fd37a0,Tbilisi
1f3c6f08,Tegucigalpa
a1798db6,Tehran
d19d2682,Tel Aviv
9fc1af13,Thimphu
5f9ae77b,Thunder Bay
08498f1b,Tianjin
73d29b6a,Tijuana
3d8b5337,Tirana
e56791d3,Tokelau
b015df1c,Tokyo
3286cf4a,Toluca
6294c89c,Tolyatti
f56aa57f,Tonga
d300ff5f,Toronto
1fafc023,Torreón
419511eb,Townsville
1a880cdd,Tripoli
63e67371,Tunis
c3f82932,Turks and Caicos
fc678659,Tuvalu
bb4e80c6,Tyumen
04ed8778,UTC
2776c5a4,Ufa
ec197e52,Ulaanbaatar
bb62c886,Ulyanovsk
9372a0b7,Ürümqi
1c485279,Vancouver
342867f6,Vanuatu
1cde8c1c,Venice
940515bf,Vienna
4196a6bb,Vientiane
d806e7d4,Vilnius
f5a7b1c0,Virgin Islands
7236fffa,Vladivostok
2a58cc9d,Volgograd
0063dc3f,Voronezh
f47336e6,Wake Island
24e384fb,Warsaw
c8e8e050,Washington DC
ce632bf1,Wellington
c326ff86,Whitehorse
78f2ee67,Windhoek
735602d5,Winnipeg
fcd815bd,Wuhan
c0459073,Wuxi
e3df50fe,Xiamen
94c63dac,Xi'an
0e0ee009,Xining
4868eb4e,Yakutsk
478e8670,Yangon
5ade6405,Yaroslavl
2ebf6b76,Yekaterinburg
f0686e7e,Yerevan
1e89f89d,Yichang
bc85e309,Yinchuan
f8f1d107,Yokohama
52f08b0b,Zagreb
357e50da,Zhengzhou
11e977a3,Zürich
68cc5280,%1 시간
40cf5054,화
26cf2766,화
38bed8fd,TM2(대만)
9299e915,탱크
e31b700d,택시 서비스
0536d407,택시 정류장
f85ec2ea,찻집
b399f1d9,테헤란
ffa730c4,전화
2a583972,온도
b414554d,사원
2931c2b4,목
0f3199c6,목
7ac55b26,태국식
30dbb025,극장
2669720a,치료시설
e7e8236e,Thrifty 렌탈
26c79de3,목
7b6cd458,목
1d0b577d,목요일
a5a0a25b,예조소
6.56E+07,앞선 시간
5861f16b,앞선 시간
874ae219,앞선 시간
a04b0974,앞선 시간
3338861b,평균 랩타임
20386832,평균 랩타임
714420a8,평균 랩타임
6.04E+10,평균 랩타임
7bd32a01,평균 이동 시간
64d305cc,평균 동작
79c1ddba,평균 동작 시간
5cc1b013,평균 동작 시간
6ab3cb05,뒤처진 시간
7bb3e5c8,뒤처진 시간
68a27ebe,뒤처진 시간
73a2900f,뒤처진 시간
fef8e19a,랩 타임
e1f8b3f3,랩 타임
010a2de1,랩 타임
ea0a09ac,랩 타임
2c349a23,최근 랩타임
2934956a,최종 랩타임
0a1a2120,최근 랩타임
291a51ed,최근 랩타임
c4e559c9,최근 동작 시간
bde54ec4,최근 동작 시간
a2fc7d92,최근 동작 시간
b5fc9b7b,최근 동작 시간
734add66,동작 시간
8e4b07e7,동작 시간
b533ebfd,동작 시간
b633ed90,동작 시간
d3084a0e,타이머
be0828ff,타이머
d5199655,타이머
c6197eb8,타이머
3.11E+12,시간
66ee620d,남은 시간
47ee3140,남은 시간
a50489f6,남은 시간
a0048217,남은 시간
eba5d815,현재 시각
dca5c078,현재 시각
e9948bce,현재 시각
d4946abf,현재 시각
f316f094,하루 중 시간(초)
da16c939,하루 중 시간(초)
1532fc97,하루 중 시간(초)
1a330476,하루 중 시간(초)
3c00cd1c,해발 조정
c6ecbe3a,해면기압을 입력하시겠습니까?
f0c2cdbd,도쿄
38083426,요금소
89da02e9,유료 도로
2244a2d6,커스텀 맵 이미지가 너무 많아 전부 표시되지 않습니다.
50b5d563,JNX 파일이 너무 많아 전부 표시되지 않습니다.
5e3eaec2,토크 유효성
513e9a4b,토크 유효성
285479,토크 유효성
19287bd4,토크 유효성
913f46fd,총 상승
471b0d2f,총 하강
452b4ac1,총 활강
eef1f185,총 시간
fff20c48,총 시간
ece0a53e,총 시간
f7e0b68f,총 시간
192557db,총 상승/하강
062539f2,총 상승/하강
57328568,총 상승/하강 게이지
46326aa5,총 상승/하강 게이지
b189a30e,TourGuide
d1a78a17,TourGuide:
36f3f6df,여행 안내
c823f3ff,여행자안내소
f425d345,여행자 탑승
ab07c273,견인서비스
f236cf49,타워
13504912,장난감 가게
db864847,Toyota 딜러
7d9192d3,출발
1e137be3,종료
43eeaef7,Track
056d45e2,방향
f86d316b,방향
27562219,방향
40564974,방향
074636a8,연결됨
0846383b,연결됨
61943b73,검색 중
6.09E+05,검색 중
41e26a55,통행분리선
196434b5,통행분리구역
34ebcd24,트레일
32e288aa,트레일 시작지점
fa6d5881,기차역
b8af585e,기차역
9fa2f704,트레이너 경사도
a6a30209,경사도
c1bd7007,트레이너 경사도
a6bd4586,트레이너 경사도
2e56df5a,트레이너 저항
1156b1b3,트레이너 저항
30682ba1,트레이너 저항
1968076c,트레이너 저항
ae45667c,트레이너 파워
a5455851,파워 게이지
f039026f,트레이너 파워
e538f11e,트레이너 파워
88e31eab,훈련효과 게이지
95e33322,훈련효과 게이지
c6f04c38,훈련효과 게이지
d5f063d5,훈련효과 게이지
6781255d,유산소 훈련 효과
a5974d46,유산소 훈련 효과
c09777c7,유산소 훈련 효과
ccdd7925,트레이닝 상태
2f6db473,트레이닝 횟수가 감소하여 Training Status에 영향을 주기 시작합니다. 개선하려면 트레이닝 부하를 늘리세요.
68c5dce1,현재 트레이닝 부하는 체력을 유지하기에 충분합니다. 조금 더 개선하려면 운동 시간 또는 빈도를 높여 트레이닝 부하를 높여보세요.
65c5d828,"현재 트레이닝 부하는 체력을 유지하기에 충분합니다. 조금 더 개선하려면 저강도 유산소, 고강도 유산소, 무산소 운동의 강도를 다양하게 병행하세요."
66c5d9bb,현재 트레이닝 부하는 안정적이며 체력 수준을 유지하기에 충분합니다. 몇 주간 증가 및 감소 부하를 병행하는 것이 체력을 높이는 비결입니다.
6bc5e19a,"현재 훈련 부하는 체력 수준을 유지하기에 충분합니다.  체력을 향상시키려면, 워크아웃에 더욱 다양한 변화를 시도하거나 운동의 초점을 변경하세요."
6cc5e32d,"현재 훈련 부하는 체력 수준을 유지하기에 충분합니다. 체력을 향상시키려면, 더 길게 운동하거나 더 자주 운동하세요."
69c5de74,"높은 수준의 장기적 훈련 부하가 체력을 유지시켜주고 있지만, 더 쉬운 훈련 기간을 추가하면 회복에 도움이 되고 결국에는 향상으로 이어질 수도 있습니다."
6ac5e007,고강도 운동을 할 때 HRV가 불균형하면 더 많은 휴식이 필요합니다. 트레이닝의 강도를 약간 낮춰 생산성을 높이는 것이 좋습니다.
f0b73eb0,현재 상태를 확인하기 위해 VO2 Max 데이터가 있는 최소 하나의 러닝 또는 사이클링 활동을 매주 기록하세요.
f3b74369,최신 상태를 얻으려면 주당 VO2 Max 데이터가 포함된 달리기 또는 사이클링 활동을 하나 이상 기록해야 합니다.
2d1eaae9,최근 트레이닝 부하가 너무 높았습니다. 충분한 휴식에 집중하여 상태를 전환하여 보세요.
2a1ea630,"최근 트레이닝 부하가 평소보다 높았고, HRV 상태는 피로 신호를 보였습니다. 체력을 높이기 위해 트레이닝 부하를 낮춰보세요."
2b1ea7c3,"최근 트레이닝 부하가 평소보다 높았고, 신체가 회복하기 힘들 수 있습니다. 다시 정상 궤도에 오르기 위해 트레이닝 부하를 낮춰보세요."
301eafa2,"트레이닝 부하가 평소보다 높았고, 시간이 누적되면 과도한 피로를 일으킬 수 있습니다. 다시 정상 궤도에 오르기 위해 트레이닝 부하를 낮춰보세요."
311eb135,"전반적인 체력은 그대로 유지되었지만, 최근 높은 트레이닝 부하는 과도한 피로로 이어질 수 있습니다. 트레이닝 부하를 조금만 낮춰보세요."
0dfd4faf,현재 당신은  경주에 참여하기에 이상적인 상태입니다! 당신은 감소된 훈련 부하를 통해 뛰어난 회복 기간이라는 보상을 얻었습니다. 이러한 상태는 장기간동안 유지하기 어렵기 때문에 이 짧은 회복의 창을 당신의 훈련에 꼭 활용하세요.
0efd5142,지금 건강 상태가 좋아 보입니다. 그러나 현재 HRV 상태에 따르면 회복 시간을 늘려야 합니다.
5a5a4fd9,현재 트레이닝 부하는 지속적인 체력 향상을 위해 최적화되어 있습니다. 지금처럼 꾸준히 진행하세요!
252bcbcb,"최근의 고강도 운동으로 체력이 향상되고 있지만, 현재 HRV 상태에 따라 회복 시간을 늘리기를 바랍니다."
575a4b20,"현재 트레이닝 부하가 적당합니다. 저강도 유산소, 고강도 유산소, 무산소 운동의 강도를 다양하게 병행하세요."
585a4cb3,잘하셨습니다! 체력이 계속 향상되고 있습니다. 이 추세를 이어가려면 트레이닝과 회복 간 균형을 유지하세요.
5d5a5492,"체력이 계속 향상되고 있지만, 현재 HRV 상태에 따라 회복 시간을 늘려야 합니다."
5e5a5625,환상적입니다! 귀하의 상태는 계속 호전되고 있습니다. 이러한 추세를 계속 유지하려면 훈련과 회복 사이에 적절한 균형을 유지하는 것을 잊지 마십시오.
5b5a516c,"최근 고강도 운동을 하였지만, 균형 잡힌 HRV 상태를 통해 트레이닝 후 잘 회복되었음을 알 수 있습니다. 계속 노력하세요!"
5c5a52ff,노력한 만큼의 보상이 돌아옵니다! 지속적인 개선을 위해 트레이닝 부하와 원활한 회복 간 균형에 집중하세요.
615a5ade,최근 높은 트레이닝 부하로 인해 HRV 균형이 무너질 수 있습니다. 트레이닝과 회복 간 균형에 집중하여 트레이닝 생산성을 높이세요.
625a5c71,최근 고강도 운동을 통해 체력이 개선되었습니다. 잘하셨습니다! 트레이닝과 회복 간 균형에 계속 집중하세요.
4d1ac019,"트레이닝 부하가 최근 낮아졌지만, 신체 회복에 도움이 됩니다."
4a1abb60,최근 귀하의 트레이닝 부하가 낮았지만 신체의 원활한 회복에 도움이 되었습니다. 전반적인 체력은 그대로 유지되었습니다.
1fb71eb6,"체력이 감소하고 HRV 상태가 귀하의 신체가 복구하기 힘들 수 있음을 나타냅니다. 스트레스, 영양 섭취 및 휴식을 포함하여 전반적인 건강에 중점을 두고 모든 것을 바꾸세요."
1eb71d23,최근 이벤트에서 복구하기 힘든 것으로 나타납니다. 자신을 정상으로 복구시키기 위해 균형적인 트레이닝과 복구에 중점을 두세요.
1db71b90,최근 트레이닝 부하가 가벼워졌지만 HRV 상태는 복구를 위해 많은 시간이 필요할 수 있음을 나타냅니다.
24b72695,귀하의 HRV 상태는 피로 누적을 나타냅니다. 복구를 위해 충분한 시간을 가져야 합니다.
23b72502,높은 트레이닝 부하 및 HRV 상태는 피로를 느끼고 있음을 나타냅니다. 여유를 가지는 것이 복구를 위해 도움이 됩니다.
ade4a272,장기적인 트레이닝 부하가 낮습니다. 체력을 높이려면 지속적으로 운동의 횟수 혹은 시간을 추가하는 것이 좋습니다.
ace4a0df,훈련 부하가 너무 고강도의 활동에만 초점을 맞춘 것처럼 보입니다. 더 생산적으로 운동하려면 더 많은 저강도 유산소 운동을  조합하는 것을 고려하세요.
abe49f4c,훈련 부하가 너무 고강도의 활동에만 초점을 맞춘 것처럼 보입니다. 더 생산적으로 운동하려면 더 많은 저강도 유산소 운동을  조합하는 것을 고려하세요.
aae49db9,트레이닝 부하에 무산소 활동이 부족하여 체력이 감소하고 있습니다. 무산소 집중 활동을 추가하여 트레이닝 부하 균형을 조정해보세요.
a9e49c26,"전반적인 트레이닝 부하가 양호하지만 체력이 떨어지고 있습니다. 휴식, 영양, 스트레스 관리에 집중하여 상태를 전환하여 보세요."
a8e49a93,당신의 노력을 더욱 생산적으로 만들려면 훈련 부하를 약간 줄이고 휴식을 추가하여 보세요.
3de2d853,노면철도
3a8ef1fb,환승서비스
675bdb93,전환
90bcb4ba,교통
9f99d776,여행사
93c0316b,여행사
32f12223,이동 거리
87185cb1,이동 시간
fdbc158a,삼각점
74788cba,주소
8e59092d,뒤쪽에
ec33b40e,TruSwing 배터리 부족
8ac02dc2,안에
7975736b,밖으로
f39ada24,클럽패드
1d97c50e,클럽
0b2b5191,TruSwing 장치 연결이 끊어졌습니다.
8160d824,아래에
82af8d93,다이나믹 로프트
12a2af50,진흙
127aefe8,열려 있는
9708e1ef,목표를 향해 나아가세요
af12cdfa,공을 쳐서 스윙 데이터를 기록합니다.
7c0a22a8,영향
66d76e29,로프트 오프셋
5312b79c,모바일 연결이 끊어졌습니다.
216ab85b,모바일 연결이 복원되었습니다.
cfd41522,TruSwing을 연결하시겠습니까?
a781eea2,TruSwing 장치와의 연결이 복원되었습니다.
52249ebe,샤프트 각도
8ce77f97,뒤쪽에
a90b0079,앞으로
bcd3c0eb,샤프트 린
54dde94d,속도
2c16b5c0,스윙 횟수
7b29daad,속도
e2e9353d,자세한 내용을 보려면 UP 또는 DOWN을 누르세요.
a5c4da3c,어느 클럽?
b6f1d48f,화물차 판매
491777c0,트럭 주유소
8010508e,하역장
de1f1484,트럭 주차
13459133,트럭/RV 주차장
a934aaf4,트럭/RV
b8f7fdee,트럭 렌탈
e0de563b,트럭
b20d43e7,트럭 스케일
5cbc5a07,트럭 서비스
