,key,KR,NL
6768,863366ec,제안을 받으려면 최근의 사이클링 VO2 max.가 필요합니다.,
6769,0f32fbee,제안을 받으려면 최근의 러닝 VO2 max.가 필요합니다.,
6770,00208749,inReach 장치를 범위 내에 가져오면 메시지가 발송됨.,
6771,75442293,운동에 추가,
6772,1506777d,그룹 삭제,
6773,25868a56,세부 사항 보기,
6774,5f440d80,각성,
6775,3b4c11b3,깊음,
6776,efdd2ac9,지속 시간,
6777,46f2e6bb,얕음,
6778,a42dd0bb,REM,
6779,083ed2f4,각성,
6780,24ef56a7,깊음,
6781,62cc2f87,얕음,
6782,2ab07d4f,REM,
6783,9325a830,데이터 없음,
6784,11aa5b85,수면 중,
6785,8c72e0fd,,%1u %2m
6786,db987ed1,,%1m
6787,14674d07,,Geen meldingen
6788,b2ebc826,휴대폰 연결이 필요함,
6789,a574cf5a,%1스마트 알림,
6790,18689976,알림 1개,
6791,eb7eea11,평균 SOG,
6792,f47ef83c,평균 SOG,
6793,e96d9dca,평균 SOG,
6794,ec6da283,평균 SOG,
6795,691582ec,랩 SOG,
6796,8015a721,랩 SOG,
6797,2b08555f,랩 SOG,
6798,4008766e,랩 SOG,
6799,e2524179,최종 랩 SOG,
6800,fb5268d4,최종 랩 SOG,
6801,40689bc2,최근 랩 SOG,
6802,3368874b,최근 랩 SOG,
6803,eec6a9e1,평균 항해 SOG,
6804,d7c685ac,평균 N.SOG,
6805,6b849605,평균 항해 SOG,
6806,cfb52ff3,평균 N.SOG,
6807,7bf01eb7,최대 노티컬 SOG,
6808,80f02696,최대 N.SOG,
6809,630f24c3,최대 노티컬 SOG,
6810,c0d4b4d9,최대 N.SOG,
6811,408c1500,해상 대지 속도,
6812,5f8c45cd,해상 대지 속도,
6813,2064c70a,노티컬 SOG,
6814,5fa81c4a,노티컬 SOG,
6815,ce8bd1aa,SOG,
6816,d18bd663,SOG,
6817,d99d2c1c,SOG,
6818,c2e19464,,LAATSTE %1 UUR
6819,263bc8f5,,ZONINTENSITEIT
6820,adcfec67,,%1 afsluiten
6821,4e7104bb,,Demo starten
6822,cdde8660,%1 - 다음구간,
6823,28c79c49,START 눌러 시작,
6824,85b1e142,%1 - 휴식,
6825,9544491a,START 눌러 보정,
6826,0108f387,체험판이 기간만료되었습니다. START을 누르면 잠금을 해제합니다.,
6827,0b3e82ba,체험판 사용기한은 %1일이 남았습니다.,
6828,9a3c4bc1,체험판이 사용 중입니다.,
6829,2f2b8e44,체험판이 기간만료되었습니다.apps.garmin.com에 접속하여 잠금을 해제합니다.,
6830,d5830de9,백업을 적용하는 중,
6831,36dd4dac,백업 파일을 읽지 못했습니다.,
6832,a7dd6e99,백업이 성공적으로 적용되었습니다.,
6833,980c2ca4,완료. 일부 설정이 적용될 수 없었습니다.,
6834,b616f577,백업이 적용되지 못했습니다.,
6835,59ae41c1,디스크 공간이 부족하여 백업 압축을 해제할 수 없습니다.,
6836,eb28ca9e,자세한 내용은 %1을(를) 참조하세요.,
6837,10b91a8c,기본 설정을 복원하고 다시 시작합니다.,
6838,c74a5db2,백업 확인 및 압축 해제,
6839,b94c321c,Garmin 파워미터에 보정 계수 업데이트가 완료될 때까지 신규 설정할 수 없음.,
6840,faee7ae3,모든 클럽이 페어링되었습니다.,
6841,275f7564,%1 CR2032 배터리 잔량 낮음,
6842,69274d24,클럽 센서 CR2032 배터리가 부족합니다.,
6843,3c71f06c,다수의 센서가 감지되었습니다. 다른 모든 클럽으로부터 떨어지세요.,
6844,b8a64d3e,클럽을 다시 가방에 넣고 다음 클럽을 꺼내세요.,
6845,af6444fc,한 번에 한 클럽씩 페어링합니다. 나머지는 가방에 넣어두세요.,
6846,bfa93308,페어링실패,
6847,8314d245,귀하의 %1에 배정되었던 센서를  꺼냅니다.,
6848,63dbef4e,재배정하려는 센서를 꺼냅니다.,
6849,db238730,그립이 위를 향하도록 클럽을 잡습니다.,
6850,ee60f0d9,클럽 센서 찾는 중,
6851,58ce83af,이 센서는 이미 페어링되었습니다.,
6852,95a6218f,센서가 %1에 할당됩니다.,
6853,1d38f105,클럽 센서 탐색됨. 페어링 중…,
6854,d30d186a,%1을 꺼내십시오.,
6855,2387a247,업데이트하려는 클럽 센서를 꺼내세요.,
6856,d2f16cd3,업데이트 설치 중,
6857,ddd07de9,%1에 대한 업데이트 설치 중,
6858,6720029e,업데이트 준비 중,
6859,6b5c782c,업데이트 실패. 다시 시도하려면 센서를 다시 연결하십시오.,
6860,b3f0b059,업데이트를 실패하였습니다,
6861,163bd324,할당되지 않은 클럽 센서는 올바르게 샷을 기록하지 않을 것입니다.,
6862,fe05c44a,최종 트랙 포인트 저장 중,
6863,7e36d5e4,라운드 종료 중,
6864,c1499cc2,,Cool-down aanbevolen
6865,56fd1eba,이 기능을 이용하려면 GPS호환 앱을 추가하세요.,
6866,26de1460,이 홀에 대한 저장된 목표 수가 최대 개수에 달했음.,
6867,b579cc39,저장된 목표 수가 최대 개수에 달했음.,
6868,f462e32b,루프가 감지되었습니다. 장애물이 자동으로 감지됩니다.,
6869,ccd9b3c2,사용 중인 프로파일 제거 불가,
6870,bfdff625,전체 프로필 제거할 수 없습니다.,
6871,1dc6976d,다른 멀티스포츠 프로파일 추가 불가. 프로파일을 삭제후 다시 시도.,
6872,7458ca45,다른 스포츠 프로필을 추가 불가. 하나를 삭제하고 다시 시도해 보세요.,
6873,299da302,업데이트 중,
6874,e4fbeab7,%1 완료,
6875,38d32448,배터리가 부족해서 소프트웨어 업데이트 불가.,
6876,51db4923,구간 삭제 중,
6877,18dd779a,모드를 조정하려면 구성을 '독자적'으로 설정합니다.,
6878,921eefc6,완전한 연결 환경을 위해 Garmin Connect Mobile을 다운로드하세요.,
6879,d89ca6fb,완전한 설정을 실시하려면  Garmin Connect 앱을 다운로드하십시오.,
6880,e3f440d0,Garmin Connect 설정 완료,
6881,3ee5036a,초기화 중,
6882,37b6cdba,,Wachtwoord
6883,71fd669f,,Gereed voor koppelen
6884,c999a388,건너뛰기,
6885,b6d64411,모바일 앱으로 이동하여 앱을 추가하세요.,
6886,346630e6,로딩 총계,
6887,efed1697,현재 운동 완료후 이메뉴로 접근.,
6888,bb8508a6,데이터 화면에서 기존 항목을 대체 혹은 제거후 다른 Connect IQ 항목 추가.,
6889,773fd4c7,코스의 편집 가능한 사본을 생성 중입니다.,
6890,10f1bcba,매우 낮음\n전원 차단,
6891,ec635ba5,매우 낮음\n활동 저장,
6892,e183e8d7,전체운동 삭제됨,
6893,0235eab0,전체 운동 삭제 중,
6894,31d42096,전체 기록 지워짐,
6895,9439a2bf,전체 기록 삭제 중,
6896,4861ec2a,DEM 데이터 검색 중,
6897,143b7c03,활동 삭제됨,
6898,3f85ec1c,삭제 중,
6899,23d0425f,Garmin Connect에서 훈련 일정 다운로드하십시오.,
6900,911f42a4,Garmin Connect에서 시계 화면 다운로드,
6901,af8ce360,Garmin Connect에서 워크아웃 다운로드,
6902,090a41af,활동 프로필 이미 존재함,
6903,a6fed21f,저장된 심박 데이터 다운로드 중,
6904,43b75ad3,어종 및 위치 저장됨,
6905,8bd3e53e,,Cool-down aanbevolen
6906,323a07b5,PacePro 계획 생성 중,
6907,cb0185a7,XERO 위치 데이터를 찾을 수 없습니다.,
6908,d70420e8,XERO 위치 데이터 전송 중,
6909,b822cec4,XERO 위치 데이터 전송됨,
6910,d1b9b6b6,,Hartslagmeter rond de borst en vermogenssensor vereist
6911,efbaeb87,가슴 심박계 필요,
6912,e5f72724,심박 데이터 다운로드 성공,
6913,55f4ce76,ANT 센서,
6914,49985a29,자전거 라이트,
6915,be6100f7,%1% 완료,
6916,98e3d23d,센서 업데이트 완료,
6917,689ba7b5,연결됨,
6918,3455ee1c,연결중,
6919,02668d79,심박수 모니터,
6920,b6cf846d,왼쪽 페달,
6921,5f762039,파워미터,
6922,b581fd6a,업데이트 준비 중,
6923,bea80520,RD 팟,
6924,09beb9df,재시작하는 중...,
6925,3d04ed7e,오른쪽 페달,
6926,c55fbffc,센서 재시작하는 중,
6927,3e59f555,속도/케이던스,
6928,ddbecdbf,업데이트 완료,
6929,23c0eef0,업데이트 중,
6930,57fd8048,,VO2 max. vereist. Ga buiten 10 minuten hardlopen met hartslagmeter om VO2 max. vast te leggen.
6931,da4d1bd7,,GPS vereist. Schakel GPS in en voltooi de test buiten.
6932,29061f69,LiveTrack 세션 종료 중,
6933,6b1c74d3,로드 중,
6934,d99efefd,,Laden...
6935,d9e961a4,맵 로딩,
6936,e42b49b0,음악 로드 중,
6937,074092da,로드 중,
6938,077bc2c0,,Hartslagzones bijgewerkt
6939,3c647b77,토너먼트 로드 중,
6940,e38002a2,메뉴에 접근하려면 현재 멀티스포츠 운동 완료.,
6941,439c016c,GPS 꺼짐. 활동 설정에서 GPS를 켜거나 다른 운동 선택하십시오.,
6942,93879c7f,이 앱에서는 내비게이션을 사용할 수 없습니다.,
6943,08ff0ff4,%1\n새 기록!,
6944,fad96f2f,%1\n새 기록!,
6945,61694f68,저장된 운동 없음,
6946,148ec816,저장된 코스 없음,
6947,5b40b13d,코스 고도 데이터가 없습니다.,
6948,b2f57452,저장된 위치가 없음,
6949,81487b62,저장된 사이클링 구간 없음,
6950,02a7e3a0,저장된 러닝 구간 없음.,
6951,5a9a14b5,Garmin Connect에서 업데이트를 확인하십시오.,
6952,6a698d7c,최근 Wi-Fi 연결:,
6953,313c024b,업데이트 없음,
6954,f0503487,앨범 없음,
6955,80f630ad,아티스트 없음,
6956,01055357,오디오북 없음,
6957,6c0acc93,장르 없음,
6958,2dea43db,다운로드할 심박 데이터 없음,
6959,cf39d0ee,재생 목록 없음,
6960,e57cb92a,팟캐스트 없음,
6961,a2904427,노래 없음,
6962,95bcb376,다운로드한 심박 데이터 처리 중,
6963,41d27539,측정할 수 없음. 편하게 앉아서 시계를 손목 뼈 옆에 착용한 다음에 움직이지 마세요.,
6964,0317e13c,전체 초기화,
6965,8e6ade9c,전체 초기화 중,
6966,72affd8e,발견된 결과 없음,
6967,728fec4d,구간 삭제 중,
6968,457f87dc,저장 중,
6969,95a44a8c,저장 중,
6970,a4826a84,스코어카드 저장,
6971,6f97db7c,스코어카드 저장 완료,
6972,324415a9,설정 변경시 사용 중인 워크아웃을 취소 혹은 종료,
6973,38b67478,설정을 변경하려면 현재 활동을 종료하십시오.,
6974,9db88439,선택된 위치를 명명하기 위해 근처 도시를 검색 중,
6975,1d80828e,ANT+ 소프트웨어가 업데이트되었습니다.,
6976,582efef2,,De audio-prompts-software is bijgewerkt.
6977,747dcfc1,블루투스 소프트웨어가 업데이트되었습니다.,
6978,9426047e,디스플레이 소프트웨어가 업데이트되었습니다.,
6979,ab5e206f,GPS 소프트웨어가 업데이트되었습니다.,
6980,3a760662,NFC 소프트웨어가 업데이트되었습니다.,
6981,9f27bf8d,센서 소프트웨어가 업데이트되었습니다.,
6982,03bb3c73,소프트웨어를 %1로 업데이트,
6983,b59b3d55,터치스크린 소프트웨어가 업데이트되었습니다.,
6984,fe8a8685,타임존 소프트웨어가 업데이트되었습니다.,
6985,df92fab2,Wi-Fi 소프트웨어가 업데이트되었습니다.,
6986,82c32979,,Workoutanimaties zijn bijgewerkt.
6987,e7dff88a,배터리가 부족해서 Wi-Fi에 연결할 수 없음.,
6988,41fb3a66,활동 중에는 전송할 수 없습니다.,
6989,d59045c8,%1% 완료,
6990,aecae6e1,연결 실패. 재시도.,
6991,36a866f4,Garmin Explore와 동기화 중,
6992,9a4c34eb,동기화 중,
6993,30eebb24,호환되지 않는 네트워크 종류.,
6994,4f683579,배터리 전력이 줄어들고 있습니다. 동기화를 계속하려면 지금 바로 충전기에 연결하세요.,
6995,3fd4bcba,배터리 전력이 낮아 동기화가 취소되었습니다. 동기화를 재시작하려면 충전기에 연결하세요.,
6996,f4611468,,%1% voltooid
6997,55ba598a,,Zoek een plek waar een sterk Wi-Fi-signaal is.
6998,ffba947e,음악 동기화 완료,
6999,a6214e30,음악 동기화 실패,
7000,40ce0b8a,음악 제공자 %2 명 중 %1,
7001,926c3c15,배터리 전력이 너무 낮습니다. 동기화를 시작하려면 충전기에 연결하세요.,
7002,2c9603e4,%1 동기화 중,
7003,d529f66a,네트워크 오류. 나중에 다시 시도.,
7004,8af9ef8d,가능한 앱 연결 없음.,
7005,8161a331,가능한 앱 또는 와이파이 연결 없음.,
7006,57d7548a,장치에 메모리가 충분하지 않습니다.,
7007,1888c19e,소프트웨어 %1 다운로드 중,
7008,c87b262e,소프트웨어 다운로드 중,
7009,e79ca2ca,소프트웨어 데이터 업데이트 요청 중,
7010,2a22f829,소프트웨어 동기화 실패,
7011,3a2f6cb5,소프트웨어 동기화 완료,
7012,e42f7af8,소프트웨어를 다운로드하려면 여유 공간이 더 필요합니다.,
7013,d93cd039,소프트웨어가 최신 상태입니다.,
7014,b5e9a79a,Wi-Fi 네트워크 검색 중,
7015,a6d7bf6a,Garmin Connect Mobile/Garmin Express를 사용해 Wi-F 설정.,
7016,4f46c667,동기화 중,
7017,583732be,동기화 완료,
7018,db243970,동기화 실패,
7019,673e091b,동기화 중,
7020,ae469544,동기화 중,
7021,49fb8814,전송 완료\n(1 파일 실패),
7022,3ae9dced,전송 완료\n(%1 파일 실패),
7023,634731a6,너무 오래 걸립니까? 종료할 수 있으며 백그라운드에서 동기화가 계속됩니다.,
7024,abc4c448,Wi-Fi에 연결할 수 없습니다. 브라우저 로그인이 필요합니다.,
7025,b0b8b07b,DHCP 주소를 분해할 수 없습니다. 라우터 설정을 확인하세요.,
7026,577af74a,Wi-Fi 스캔을 실패하였습니다.,
7027,bfebab57,내부 Wi-Fi 오류,
7028,94a441a9,잘못된 암호입니다,
7029,51cb015e,Wi-Fi에 연결할 수 없습니다.,
7030,cea2b6b1,Wi-Fi에 연결할 수 없음. 오류 코드 %1.,
7031,5c9378f5,설정된 Wi-Fi 없음,
7032,a7738bad,인터넷에 연결 안 됨,
7033,06143093,Wi-Fi 네트워크 없음,
7034,eb3de265,서버에 연결할 수 없습니다. 다시 시도하세요.,
7035,fefd5582,인증서를 다운로드할 수 없습니다.,
7036,dc6d3357,저장된 심박 데이터 검색 중,
7037,e6dae1bf,러닝시간 설정,
7038,163275b3,걷기 시간 설정,
7039,6695c402,블루투스를 통해 심박수 데이터를 다운로드할 수 없습니다. ANT로 전환하세요.,
7040,8702b672,앞서감,
7041,ada07a05,뒤처짐,
7042,72f933e7,레이스 완료,
7043,48760fbf,목표 완료,
7044,ec693e05,트레드밀 보정이 완료되었습니다.,
7045,e18a6fc8,,U bent te dicht bij uw laatste slag om een nieuwe slag te starten.
7046,ce86cd4d,너무 활동적임. 움직이지 마시고 다시 시도하세요.,
7047,948be6f2,뮤직 라이브러리 업데이트 중,
7048,a6611a6b,업데이트 중,
7049,099e6d67,전화 사용,
7050,a8cdf6e8,Wi-Fi 사용,
7051,eee53d63,새 사이클링 VO2 Max 감지됨,
7052,cf3af709,새 VO2 Max. 값이 탐색됨,
7053,8b3dc316,"VO2 max 측정은 심박계와 파워 미터 장착후 20:00 동안 안정적, 고강도 라이딩.",
7054,9b21d9fd,,VO2 max. vereist. Fiets 20:00 buiten met hartslag- en vermogensmeter om VO2 max. te schatten.
7055,b2c04219,VO2 최댓값을 얻으려면 HR로 10분 동안 야외에서 달리십시오.,
7056,9beacd43,GPS 신호는 야외의 나무와 고층 건물과 먼 곳에서 더 강합니다.,
7057,42b9aaa4,동기화 완료,
7058,6273b174,GPS 수신 중,
7059,e89be107,Connect IQ 스토어에서 더 많은 위젯을 다운로드하십시오.,
7060,e5ece204,,Ga naar Instellingen > Widgets om widgets later te beheren.
7061,f7d13922,애플리케이션,
7062,9b3bcc75,START 눌러 표시 (%1 일시 중지됨.),
7063,87b2a7db,휴대폰에 재연결할 수 없습니다.,
7064,0e180904,%1 연결 중,
7065,548f4137,연결 실패,
7066,e9828de4,연결 성공,
7067,48525b35,Wi-Fi 네트워크 발견됨,
7068,1ad0c2e7,Wi-Fi 네트워크 없음,
7069,52defdc5,설정 없음,
7070,c317cd01,휴대폰에 다시 연결 중,
7071,56821eb1,Wi-Fi 네트워크 검색 중,
7072,d5eaf7a4,보안,
7073,82f0e012,다시 시도,
7074,a419d99a,이 워크아웃에 추가하려면 하나의 운동 프로파일 제거.,
7075,6889b676,,De huidige activiteit ondersteunt geen tracking. XERO widget is uitgeschakeld.
7076,136f1802,활강을 찾을 수 없음,
7077,e8c2d843,파워 센서 보정 중,
7078,8ad98bbc,보정 완료,
7079,75645d73,오프셋,
7080,d3ab82d0,설치 각도 초기화,
7081,96c2c176,토크,
7082,1672982e,페달 80-90 rpm에서 설치 각도 설정.,
7083,15e296c4,파워 센서 메뉴에서 보정을 선택후 Vector 설정 완료.,
7084,162cbfd7,설치각도 설정. 파워미터 설정 완료.,
7085,ae9c5bae,높은 활동량에 의해 지연됨,
7086,b65d917e,높은 스트레스에 의해 지연됨,
7087,04a4e55d,부족한 수면에 의해 지연됨,
7088,41cb631c,완전히 회복됨,
7089,b9060587,숙면으로 개선됨,
7090,07e92b0d,충분한 휴식에 의해 향상됨,
7091,ba6efc64,높은 활동량에 의해 증가됨,
7092,99046a84,높은 스트레스에 의해 증가됨,
7093,08640893,부족한 휴식에 의해 증가됨,
7094,3d50add4,예상대로 회복 중,
7095,b7c899b7,체력 회복,
7096,d0c3af3c,회복시간 계산을위해 심박계착용,
7097,e74be9d5,일,
7098,11ef9914,시간,
7099,3d015511,시간,
7100,ab0ae2bf,%1 연결됨,
7101,ad8f5604,%1 연결 중,
7102,49fb6f8c,%1 연결 실패,
7103,384bbbb2,%1 찾는중,
7104,9d4dc47b,경로를 설정할 수 있는 도로 데이터가 존재하지 않습니다.,
7105,a2228a17,새로 추가,
7106,b9a2631c,주변의 전체 센서와 액세서리 찾는 중.,
7107,375e97d4,헤드폰 검색 중,
7108,46617805,센서 찾는 중,
7109,38e0b2df,최대 센서 수에 도달했습니다. 센서를 제거하고 다시 시도하세요.,
7110,a4dd5e89,센서의 최대 개수에 도달하였습니다.,
7111,de946aa9,센서 추가됨.,
7112,2a910edf,센서 오류,
7113,e88bccef,Varia 오류,
7114,b8edd7a1,문자 메시지를 전송할 수 없음,
7115,901e5db1,문자 메시지 전송됨,
7116,cfbc4d33,문자 메시지 전송 중,
7117,d8438a0d,,Er moet één optie zijn ingeschakeld.
7118,ee1ada10,업데이트에 실패했습니다. \nGarmin Connect에서 다시 시도하세요.,
7119,f4550505,,Verbind TruSwing toestel met mobiele app.
7120,1141e64e,,Verbinding gemaakt
7121,8cdfacf3,,Clubs downloaden...
7122,9e3dcdd1,,Koppelen
7123,d104565c,,Mobiel toestel zoeken.  Druk op START om over te slaan.
7124,2a3f4d5f,,Zoeken naar TruSwing toestel
7125,ee6b281a,Virb 장치 절전모드 시작 요청 중,
7126,14237afa,Virb 장치 절전모드 종료 요청 중,
7127,4d5b4201,요청 실패,
7128,be7cd376,요청 성공,
7129,b2211fc5,자정 이후,
7130,99a9f434,걸음,
7131,1e484353,%1 랩,
7132,9a27f9bd,,RONDE
7133,c94cf2a0,완료,
7134,28922c09,시계화면으로 이동,
7135,e0e7ec07,랩 버튼,
7136,02d723cc,검토,
7137,0cb80269,활동 저장,
7138,b9191a59,스톱워치,
7139,e2ae7492,%1개의 랩,
7140,2dbb56a3,%1 랩,
7141,cb19b51f,좌표,
7142,92123c92,운동 재개,
7143,2682e814,설정,
7144,82b99fc2,그룹 건너뛰기,
7145,34804bfe,다음 그룹 건너뛰기,
7146,debfdc33,운동 시작,
7147,f6b91e51,워크아웃 종료,
7148,24a87c61,세부 사항 보기,
7149,d7227f8b,건너뛴 단계,
7150,62c47a07,착용 상태 확인,
7151,96e3a813,높음,
7152,1a115841,낮음,
7153,973d1022,중간,
7154,22d06ced,측정 중,
7155,5e7bc894,휴식,
7156,3322d6b9,7일 평균 스트레스:,
7157,5d9caaf6,스트레스 높음,
7158,e2d06d65,움직이지 마세요,
7159,13bae332,스트레스 낮음,
7160,e2121ef4,측정 중,
7161,bca34687,보통의 스트레스,
7162,85058b37,높음,
7163,5d80ae8b,낮음,
7164,5d170243,중간,
7165,8f9c3170,합계,
7166,e4168575,휴식,
7167,46ab6b15,HR 신호가 약함,
7168,430e6171,운동으로부터 회복 중,
7169,c5c9fd53,휴식,
7170,c5d849eb,최근 %1시간,
7171,232c85e0,너무 많은 움직임,
7172,fd284cf2,,Probeer het over 30 min opnieuw.
7173,80376c76,,Probeer het over 5 minuten opnieuw.
7174,e9f0a108,나중에 다시 시도,
7175,8bb34f53,최근 움직임,
7176,8ecaa289,손목 측정 심박수가 비활성화되었습니다.,
7177,4b62a698,워크아웃 제안,
7178,6779df55,뒤 변속:,
7179,c03cca23,시도함:,
7180,05de360e,등반 시간:,
7181,ff82b18a,완성:,
7182,c1023031,추락:,
7183,0bcaa32c,최고 상승:,
7184,8eec0e09,최고 난도:,
7185,cc8b884d,휴식 시간:,
7186,bf6adf3b,경로:,
7187,0002ef34,완등:,
7188,94b7dd9c,전체 상승:,
7189,59c0fcdd,전체,
7190,bb0335eb,유산소효과:,
7191,a391fbc8,무산소 효과:,
7192,ee725c18,상승:,
7193,9c2bce16,AC (시팅):,
7194,7eec2d52,AC (댄싱):,
7195,c97d743d,평균 HR:,
7196,a3741020,평균파워:,
7197,f04d43bc,AP (시팅):,
7198,eac101dc,AP(댄싱):,
7199,dae53516,평균속도:,
7200,ea4d0587,%1 - 배영:,
7201,f8067dd3,케이던스:,
7202,8ed042b9,%1 - 평영:,
7203,9caba0aa,칼로리:,
7204,aa7449b8,하강:,
7205,82fce6e9,거리:,
7206,2c2a3c61,%1 - 접영:,
7207,20e79430,%1 - 자유:,
7208,1aeebfa5,오른 층수:,
7209,f14b6f27,앞 변속:,
7210,a49d421f,GCT 밸런스:,
7211,b91b2f44,GCT:,
7212,5cdec618,대기 시간:,
7213,5280870f,IF:,
7214,5c17098f,밸런스:,
7215,23ec1bdc,평활도:,
7216,22d6f50b,토크 효율성:,
7217,5e123baf,Avg L PCO:,
7218,8a1dd6b8,Avg L PPP:,
7219,8965fdc4,Avg L PP:,
7220,2964c9ba,운동 부하:,
7221,ae8c4b90,MC (착석):,
7222,ee5be488,MC(댄싱):,
7223,32093113,최대 심박:,
7224,7ad79f1a,최고 파워:,
7225,cb44233e,MP (착석):,
7226,440d2aca,MP(댄싱):,
7227,cb64c620,최대 속도:,
7228,647446bc,동작:,
7229,a98757b2,NP:,
7230,492c4b4f,Dis/Strk:,
7231,cefb9e8a,Strk. 속도:,
7232,de3bf7cd,페이스:,
7233,b0f4159c,포즈:,
7234,a89f7d13,케이던스:,
7235,143c64ae,회:,
7236,ea9f092c,휴식 시간:,
7237,87bec304,Avg R PCO:,
7238,222bcdf9,Avg R PPP:,
7239,362e7827,Avg R PP:,
7240,e35e765d,러닝 시간:,
7241,a322dc03,거리/Strk:,
7242,36ac342e,Strk. 속도:,
7243,79d36b17,SWOLF:,
7244,471d1df3,세트:,
7245,35e72f5b,응력 변경:,
7246,45b88074,보폭:,
7247,995abcae,스트로크:,
7248,86e5cdc4,Strk/길이:,
7249,365e2fd6,수영 시간:,
7250,36b712a9,인터벌 %1 - 배영,
7251,b845f983,인터벌 %1-평영,
7252,940c5e6f,Int. %1 - 훈련,
7253,91dbed47,인터벌 %1 - 접영,
7254,f0993876,Int %1-자유형:,
7255,dcfafc82,인터벌 %1 - IM,
7256,28d6f6f5,인터벌 %1-혼합,
7257,85e9a84e,인터벌 %1,
7258,fd2937dd,%1 랩,
7259,3056982d,길이 - %1,
7260,8f5198dd,동작 %1,
7261,16ae831d,포즈 %1,
7262,2d2973ad,활강 %1,
7263,85fbb856,세트 %1,
7264,49dc9614,TSS:,
7265,5c05740b,시간:,
7266,7f93ce64,기립 시간:,
7267,3bdc1a9d,진폭,
7268,07a32ee5,진폭율:,
7269,5f54a78c,볼륨:,
7270,58febcd1,보행 시간:,
7271,e6b8144e,중량:,
7272,d70205ad,운동 시간:,
7273,a2746ea6,레이스 시간,
7274,c72a88de,출처:,
7275,bf9d6253,활성 %1,
7276,d9b47c43,휴식 %1,
7277,735328a0,활강 %1,
7278,b486cf82,최대 거리:,
7279,de409b68,파도:,
7280,75f44d3a,걸음수와 수면 측정과 같은 일상 활동이 비활성화됩니다.,
7281,e5a1fbf0,러닝  Cad.:,
7282,70e2dddf,러닝 심박:,
7283,305bea3e,활동 페이스:,
7284,02683d1a,컨트롤 메뉴,
7285,f2676a93,,Widgets
7286,a73509f3,취소,
7287,50d7e8e0,사용자 지정,
7288,cb5957c2,종료,
7289,85acac06,inReach 추가됨,
7290,3c082b7f,,inReach gekoppeld
7291,d9a8ee54,inReach 제거됨,
7292,9b7a4f13,활동 및 앱 목록에서 다음 활동은 사고 감지 기능을 지원하지 않습니다.,
7293,fcfcea01,거리:,
7294,3334a7e5,해발고도:,
7295,63129d99,위치:,
7296,9623e731,,"Het aangesloten radarproduct is niet ontworpen of geproduceerd door Garmin. Garmin is niet verantwoordelijk voor de actualiteit of nauwkeurigheid van de informatie die via dit product wordt verstrekt, met inbegrip van gevarenzonealarmen."
7297,5d692ad1,스플릿,
7298,55b23b63,일시 중지,
7299,0e076202,VO2 max. 예상값이 기록되지 않고 운동 성과 알림을 받지 않을 겁니다.,
7300,27139ff8,다시 시작,
7301,7bc3cf60,장치,
7302,4d1b8a52,센서 오류,
7303,a6da0d43,센서 상태,
7304,36f6c7df,배터리:,
7305,5b9b0fe3,클럽 유형:,
7306,4907a9ce,,Ped.lngte:
7307,f1a93de7,ID:,
7308,961543ab,왼쪽:,
7309,4dc35ebb,제조 #:,
7310,88498eaf,모델 #:,
7311,d37415b4,오른쪽:,
7312,60111866,SW 버전:,
7313,fc020a5a,일련 번호:,
7314,7f98a4e4,기술:,
7315,8bfbc887,BT 헤드폰,
7316,f37a21c7,충전 중,
7317,21537e63,연결됨,
7318,1f894e2d,매우 낮음,
7319,e2251f3f,분리됨,
7320,676c7151,높음,
7321,038057f3,오류,
7322,a30b961e,낮음,
7323,4030f7f0,불일치,
7324,af25d35a,완충,
7325,3e41b56a,OK,
7326,08e2c6d9,러닝 요약,
7327,2209349e,수영 요약,
7328,2868e0ff,DogTrack 추가됨,
7329,d8bfecf4,,DogTrack gekoppeld
7330,3a3611a5,DogTrack 제거됨,
7331,d44fe500,활동 데이터 루프를 통하여 VIRB 카메라를 제어할 수도 있습니다.,
7332,38ee5172,VIRB 추가됨,
7333,45d85f03,,VIRB gekoppeld
7334,a5ba2b60,VIRB 제거됨,
7335,1b234b5c,,"Hierdoor worden de waarden voor hartslag, body battery, stress, ademhaling en Pulse Ox uitgeschakeld. Als u Garmin Pay hebt ingesteld, blijft de sensor ingeschakeld voor polsdetectie."
7336,f33ba65e,h,
7337,a94d3180,분,
7338,43c82650,%1 후 일출,
7339,44c827e3,%1 후 일출,
7340,162a95af,%1 후 일몰,
7341,152a941c,%1 후 일몰,
7342,fe8d0761,H,
7343,08d9200f,M,
7344,29e2e73d,근처 %1,
7345,6df65cc4,일출,
7346,8e789f07,일몰,
7347,d254d60e,오늘,
7348,f2981951,여명/황혼,
7349,b094ac05,평균 스트로크당 거리,
7350,c194c6c8,스트로크당 거리,
7351,ae835fbe,평균 스트로크당 거리,
7352,b983710f,평균 스트로크당 거리,
7353,b50fb112,랩 스트로크당 거리,
7354,c80fcefb,L DIST/STRK,
7355,d6f88d49,랩 스트로크당 거리,
7356,cff88244,랩 스트로크당 거리,
7357,66b09755,랩 스트로크 율,
7358,57b07fb8,랩 스트로크율,
7359,649f4b0e,랩 스트로크 율,
7360,4f9f29ff,랩 스트로크 율,
7361,7651bb27,랩 스트로크 횟수,
7362,5b5190a6,랩 스트로크 수,
7363,54374224,랩 스트로크 횟수,
7364,5b374d29,랩 스트로크 횟수,
